4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 16, 5.08428, 0.000112
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 19, 4.44305, 2.1e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 22, 3.74936, 2.3e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 26, 6.00059, 2.6e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 32, 5.12512, 2.9e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 38, 12.0709, 3.6e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 45, 6.4673, 4.8e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 53, 10.349, 6.4e-05
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 64, 8.48267, 0.000111
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 76, 0.770689, 0.000155
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 90, 8.68704, 0.000157
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 107, 6.6972, 0.000223
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 128, 6.99139, 0.000314
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 152, 15.2411, 0.000437
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 181, 4.25256, 0.000601
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 215, 6.5401, 0.000848
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 256, 7.77228, 0.001222
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 304, 7.41879, 0.001792
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 362, 17.4657, 0.003398
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 430, 18.7009, 0.003682
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 512, 6.38456, 0.004957
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 608, 21.7851, 0.007049
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 724, 8.56682, 0.011065
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 861, 10.009, 0.01645
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 1024, 15.0743, 0.021361
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 1217, 30.1267, 0.030737
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 1448, 32.4621, 0.045617
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 1722, 26.774, 0.060166
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 2048, 50.2559, 0.080043
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 2435, 37.1636, 0.11341
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 2896, 19.2577, 0.160623
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 3444, 28.0925, 0.23169
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 4096, 41.5433, 0.347651
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 4870, 100.905, 0.452544
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 5792, 28.9433, 0.662474
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 6888, 74.038, 0.911914
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 8192, 105.398, 1.33189
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 9741, 59.7546, 1.81679
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 11585, 144.806, 2.57509
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 13777, 81.4108, 3.69494
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 16384, 83.2001, 5.21812
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 19483, 89.3567, 7.36732
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 23170, 81.6447, 11.1014
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 27554, 221.942, 17.9598
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 32768, 114.539, 22.5113
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 38967, 242.634, 29.384
4, hpce.aes414.direct_fourier_transform_parfor_outer, 4, 4, 46340, 151.066, 47.6853
