8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 16, 5.08428, 9.5e-05
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 19, 4.44305, 5.2e-05
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 22, 3.74936, 6.3e-05
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 26, 6.00059, 7.7e-05
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 32, 5.12512, 0.000103
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 38, 12.0709, 0.000155
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 45, 6.4673, 0.000188
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 53, 10.349, 0.000242
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 64, 8.48267, 0.000299
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 76, 0.770689, 0.000463
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 90, 8.68704, 0.000554
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 107, 6.6972, 0.000721
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 128, 6.99139, 0.000917
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 152, 15.2411, 0.001344
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 181, 4.25256, 0.001753
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 215, 6.5401, 0.002279
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 256, 7.77228, 0.002815
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 304, 7.41879, 0.004309
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 362, 17.4657, 0.005533
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 430, 18.7009, 0.007487
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 512, 6.38456, 0.009479
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 608, 21.7851, 0.014903
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 724, 8.56682, 0.018965
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 861, 10.009, 0.024802
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1024, 15.0743, 0.032511
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1217, 30.1267, 0.053186
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1448, 32.4621, 0.072831
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1722, 26.774, 0.094921
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2048, 50.2559, 0.12919
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2435, 37.1636, 0.213131
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2896, 19.2577, 0.276383
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 3444, 28.0925, 0.390587
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 4096, 41.5433, 0.493759
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 4870, 100.905, 0.818938
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 5792, 28.9433, 1.03202
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 6888, 74.038, 1.90837
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 8192, 105.398, 2.09578
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 9741, 59.7546, 3.51236
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 11585, 144.806, 4.29401
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 13777, 81.4108, 5.91529
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 16384, 83.2001, 7.91274
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 19483, 89.3567, 13.5697
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 23170, 81.6447, 18.0625
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 27554, 221.942, 24.0486
8, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 32768, 114.539, 32.1834
